"Company Name","Company Status",State,"Date Created","Created By","Last Modified on"
" -Providence Village",none,TX,"2025-02-18 13:36:57",lorrel.filliater,
" -Resurrection Village",none,IL,"2025-02-18 13:37:18",lorrel.filliater,
" -Resurrection Village Life Center",none,IL,"2025-02-18 13:37:55",lorrel.filliater,
" -Sacred Heart Village",none,IN,"2025-02-19 09:42:27",lorrel.filliater,
" -Saint Anne Place",none,IL,"2025-02-18 13:38:19",lorrel.filliater,
" -Saint Joseph Village",none,IL,"2025-02-18 13:38:42",lorrel.filliater,
" -Valley Residence",none,TN,"2025-02-18 13:39:03",lorrel.filliater,
" -Via Christi Village Manhattan",none,KS,"2025-02-18 13:39:38",lorrel.filliater,
" -Via Christi Village McLean",none,KS,"2025-02-18 13:40:05",lorrel.filliater,"2025-02-18 13:40:44 by lorrel.filliater"
" -Via Christi Village Ridge",none,KS,"2025-02-18 13:41:25",lorrel.filliater,
"Ascent Healthcare Management",none,NC,"2021-07-02 10:22:57",lorrel.filliater,"2025-08-04 13:07:14 by lorrel.filliater"
"Ascent Living Communities",disable,CO,"2020-06-04 10:52:15",Mandy.Lytle,"2021-06-15 16:08:24 by Mandy.Lytle"
" -BMSH I Lakewood Co LLC",disable,CO,"2020-06-04 10:52:48",Mandy.Lytle,"2021-06-15 16:08:36 by Mandy.Lytle"
"Aspire Senior Living",none,MO,"2025-10-24 15:58:31",lorrel.filliater,
" -Aspire Senior Living Advance",none,MO,"2025-10-29 12:35:46",lorrel.filliater,
" -Aspire Senior Living Carthage",none,MO,"2025-10-29 12:36:26",lorrel.filliater,
" -Aspire Senior Living East Prairie",none,MO,"2025-10-29 12:35:06",lorrel.filliater,
" -Aspire Senior Living Excelsior",none,MO,"2025-10-29 12:34:23",lorrel.filliater,
" -Aspire Senior Living Jonesburg",none,MO,"2025-10-29 12:33:41",lorrel.filliater,
" -Aspire Senior Living Joplin",none,MO,"2025-10-29 12:37:55",lorrel.filliater,
" -Aspire Senior Living Maiden",none,MO,"2025-10-29 12:33:10",lorrel.filliater,
" -Aspire Senior Living Moberly",none,MO,"2025-10-29 12:32:10",lorrel.filliater,
" -Aspire Senior Living New Florence",none,MO,"2025-10-29 12:42:46",lorrel.filliater,
" -Aspire Senior Living Oak Grove",none,MO,"2025-10-29 12:31:31",lorrel.filliater,
" -Aspire Senior Living Platte City",none,MO,"2025-10-29 12:30:23",lorrel.filliater,
" -Aspire Senior Living Pleasant",none,MO,"2025-10-29 12:40:21",lorrel.filliater,
" -Aspire Senior Living Popular Bluff",none,MO,"2025-10-29 12:43:19",lorrel.filliater,
" -Aspire Senior Living Roaring River",none,MO,"2025-10-29 12:37:15",lorrel.filliater,
" -Aspire Senior Living Warsaw",none,MO,"2025-10-29 12:40:54",lorrel.filliater,
" -Aspire Senior Living Webb City",none,MO,"2025-10-29 12:41:38",lorrel.filliater,
"Athena Health Care System",disable,CT,,,"2024-01-24 14:16:30 by polly.smith"
" -Abbott Terrace",disable,CT,,,"2021-02-19 13:17:47 by Mandy.Lytle"
" -Bayview Health",disable,CT,,,"2021-02-19 13:18:26 by Mandy.Lytle"
" -Beacon Brook Health",disable,CT,,,"2021-02-19 13:21:28 by Mandy.Lytle"
" -Berkshire Rehab and Skilled Care",disable,MA,,,"2021-02-19 13:25:13 by Mandy.Lytle"
" -Cape Heritage",disable,MA,,,"2021-02-19 13:25:34 by Mandy.Lytle"
" -Cape Regency",disable,MA,,,"2021-02-19 13:25:51 by Mandy.Lytle"
" -Cherry Brook Health",disable,CT,,,"2021-02-19 13:26:57 by Mandy.Lytle"
" -Countryside Manor of Bristol",disable,CT,,,"2021-02-19 13:27:36 by Mandy.Lytle"
" -Crestfield Rehabilitation Center",disable,CT,,,"2021-02-19 13:28:45 by Mandy.Lytle"
" -Evergreen Health Care Center",disable,CT,,,"2021-02-19 13:30:49 by Mandy.Lytle"
" -Glastonbury Health",disable,CT,,,"2021-02-19 13:31:20 by Mandy.Lytle"
" -Heatherwood Rehabilitation and Health Care Center",disable,RI,,,"2021-02-19 13:32:36 by Mandy.Lytle"
" -Highview of Northhampton",disable,MA,,,"2021-02-19 13:33:08 by Mandy.Lytle"
" -Lanessa Extended Care",disable,MA,,,"2021-02-19 13:33:28 by Mandy.Lytle"
" -Laurel Ridge Health Care Center",disable,CT,,,"2021-02-19 13:33:52 by Mandy.Lytle"
" -Litchfield Woods Health Care Center",disable,CT,,,"2021-02-19 13:34:04 by Mandy.Lytle"
" -Maefair Health Care Center",disable,CT,,,"2021-02-19 13:38:25 by Mandy.Lytle"
" -Marlborough Hills Rehabilitation",disable,MA,"2020-07-08 11:48:12",lorrel.filliater,"2021-02-19 13:38:54 by Mandy.Lytle"
" -Meadowbrook of Granby",disable,CT,"2021-02-18 14:20:34",Mandy.Lytle,"2021-02-19 13:39:08 by Mandy.Lytle"
" -Montowese Health",disable,CT,,,"2021-02-19 13:39:30 by Mandy.Lytle"
" -Newtown Health",disable,CT,,,"2021-02-19 13:51:50 by Mandy.Lytle"
" -Northbridge Health Care",disable,CT,,,"2021-02-19 13:52:07 by Mandy.Lytle"
" -Northwood Rehab",disable,MA,,,"2021-02-19 13:52:56 by Mandy.Lytle"
" -Oakland Grove Health",disable,RI,,,"2021-02-19 13:53:19 by Mandy.Lytle"
" -Orchard View Manor",disable,RI,,,"2021-02-19 13:53:42 by Mandy.Lytle"
" -Oxford Rehabilitation",disable,MA,,,"2021-02-19 13:54:01 by Mandy.Lytle"
" -Parsons Hill Rehab",disable,MA,,,"2021-02-19 13:54:27 by Mandy.Lytle"
" -Plymouth Rehabilitation",disable,MA,,,"2021-02-19 13:54:49 by Mandy.Lytle"
" -Shady Knoll Health",disable,CT,,,"2021-02-19 13:55:18 by Mandy.Lytle"
" -Sheriden Woods",disable,CT,,,"2021-02-19 13:55:52 by Mandy.Lytle"
" -Southbridge Rehab and Health Care",disable,MA,,,"2021-02-19 13:56:14 by Mandy.Lytle"
" -Southeast Rehab and Skilled",disable,MA,,,"2021-02-19 13:56:29 by Mandy.Lytle"
" -Southshore",disable,MA,,,"2021-02-19 13:56:46 by Mandy.Lytle"
" -Stonehedge Rehabilitation",disable,MA,,,"2021-02-19 13:57:01 by Mandy.Lytle"
" -Summit Commons Health",disable,RI,,,"2021-02-19 13:57:22 by Mandy.Lytle"
" -The Summit at Planstville",disable,CT,,,"2021-02-19 13:57:52 by Mandy.Lytle"
" -Trentmont Rehabiliatation",disable,MA,,,"2021-02-19 13:58:27 by Mandy.Lytle"
" -Valerie Manor",disable,CT,,,"2021-02-19 13:58:39 by Mandy.Lytle"
" -Wadsworth Glen",disable,CT,,,"2021-02-19 13:58:52 by Mandy.Lytle"
" -Waterview Villa",none,RI,,,"2022-09-28 13:53:28 by polly.smith"
" -Webster Manor",disable,MA,,,"2021-05-13 12:10:25 by Mandy.Lytle"
" -Worcester Rehabilitation",disable,MA,,,"2021-05-13 12:10:53 by Mandy.Lytle"
"Atlas Healthcare",none,NJ,"2022-11-29 08:33:15",katie.harris,"2023-06-20 09:56:54 by Emily.Foreman"
" -Bride Brooke Rehabilitation and Nursing Center",none,CT,"2022-11-29 08:34:44",katie.harris,"2023-02-07 14:03:59 by Emily.Foreman"
" -Carlton Chronic Convalescent Home",none,CT,"2025-09-08 15:21:07",Emily.Foreman,
" -Hathorne Hill Rehabilitation and Healthcare Center",none,MA,"2024-09-16 16:11:01",Emily.Foreman,"2024-09-24 10:45:57 by Emily.Foreman"
" -Manchester Rehab and Healthcare",none,CT,,,"2022-12-01 10:49:50 by Emily.Foreman"
" -Pendleton Rehabilitation and Nursing Center",none,CT,"2022-11-29 08:35:08",katie.harris,"2023-10-25 09:26:03 by Emily.Foreman"
" -Riverfront Rehabilitation and Healthcare",none,NJ,"2022-11-29 08:34:19",katie.harris,
" -Suffield House Rehabilitation and Healthcare Center",none,CT,"2025-02-12 11:45:44",Emily.Foreman,
" -Vernon Rehabilitation and Healthcare Center",none,CT,,,"2022-12-01 13:10:07 by Emily.Foreman"
" -Village Green Rehabilitation &amp; Healthcare Center",none,CT,"2025-03-18 16:43:35",Emily.Foreman,
"Atrium Centers Inc.",none,OH,"2022-03-01 08:19:01",katie.harris,"2024-04-18 14:55:35 by lorrel.filliater"
" -Allendale Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:23:57",katie.harris,
" -Austinburg Rehabilitation Center (FKA Austinburg Nursing and Rehabilitation",none,OH,"2022-03-01 08:22:16",katie.harris,
" -Blossom Nursing and Rehabilitation Center",none,OH,"2022-03-01 08:21:46",katie.harris,
" -Crittendon County Health and Rehabilitation Center",none,OH,"2022-03-01 08:23:40",katie.harris,
" -Fairview Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:26:24",katie.harris,
" -Fountains Transitional Care",disable,OH,"2022-03-01 08:25:25",katie.harris,"2023-04-05 13:40:39 by katie.harris"
" -Frederic Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:26:50",katie.harris,
" -Freeman Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:28:25",katie.harris,
" -Gladwin Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:28:07",katie.harris,
" -Grayling Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:26:05",katie.harris,
" -Heritage Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:28:46",katie.harris,
" -Hillcrest Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:29:07",katie.harris,
" -King Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:27:05",katie.harris,
" -Landerbrook Transitional Care",none,OH,"2022-03-01 08:25:11",katie.harris,
" -Lexington Court Care Center",none,OH,"2022-03-01 08:22:32",katie.harris,
" -Lincoln Haven Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:30:17",katie.harris,
" -Marshall Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:24:50",katie.harris,
" -Mulder Health Care Facility",none,OH,"2022-03-01 08:22:46",katie.harris,
" -Plainwell Pines Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:29:51",katie.harris,
" -Prescott Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:27:22",katie.harris,
" -Riverside Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:30:40",katie.harris,
" -Roosevelt Park Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:29:29",katie.harris,
" -Salem Springlake Health and Rehabilitation Center",none,OH,"2022-03-01 08:25:46",katie.harris,
" -South Haven Nursing and Rehabilitation Community",none,OH,"2022-03-01 08:24:24",katie.harris,
" -The Timbers of Cass County",none,OH,"2022-03-01 08:21:28",katie.harris,
" -Tomah Nursing and Rehabilitation",none,OH,"2022-03-01 08:27:36",katie.harris,
" -Westgate Living Community",none,OH,"2022-03-01 08:23:18",katie.harris,
" -Woodside Village Care Center",none,OH,"2022-03-01 08:23:01",katie.harris,
"Aurora Health Management",none,,,,
" -Caroline Nursing and Rehab Center",disable,,,,
" -Citizens Care",none,MD,,,"2022-09-21 14:09:27 by polly.smith"
"Autumn Lake Healthcare",none,NJ,"2021-06-17 14:54:27",Mandy.Lytle,"2022-11-16 11:36:03 by katie.harris"
" -Autumn Lake at Arcola",none,MD,"2022-06-09 09:38:02",katie.harris,
" -Autumn Lake at Baltimore Washington",none,MD,"2022-06-09 09:39:26",katie.harris,
" -Autumn Lake at Beloit",none,WI,"2022-06-09 09:33:26",katie.harris,"2024-11-11 14:37:14 by traci.varon"
" -Autumn Lake at Berkley Height",none,NJ,"2022-06-09 09:44:12",katie.harris,
" -Autumn Lake at Birch Manor",none,MD,"2022-08-18 08:26:29",lorrel.filliater,
" -Autumn Lake at Buck Hill",none,CT,"2022-06-09 09:41:01",katie.harris,"2022-06-09 09:43:10 by katie.harris"
" -Autumn Lake at Calvert",none,MD,"2022-08-18 08:26:01",lorrel.filliater,
" -Autumn Lake at Crofton",none,NJ,"2021-08-20 15:53:07",Mandy.Lytle,
" -Autumn Lake at Cromwell",none,CT,"2022-06-09 09:41:17",katie.harris,"2022-06-09 09:42:49 by katie.harris"
" -Autumn Lake at Crystal Springs",none,WV,"2022-06-09 09:47:00",katie.harris,
" -Autumn Lake at Glen Burnie",none,MD,"2022-06-09 09:38:39",katie.harris,
" -Autumn Lake at Greenfield",none,WI,"2022-06-09 09:33:58",katie.harris,"2022-06-09 09:35:46 by katie.harris"
" -Autumn Lake at Lake Patuxent River",none,MD,"2022-06-09 09:40:16",katie.harris,
" -Autumn Lake at Long Green",none,MD,"2022-10-07 08:36:09",lorrel.filliater,
" -Autumn Lake at Long View",none,MD,"2022-08-18 08:26:56",lorrel.filliater,
" -Autumn Lake at New Britain",none,CT,"2022-06-09 09:41:35",katie.harris,"2022-06-09 09:42:17 by katie.harris"
" -Autumn Lake at Norwalk",none,CT,"2022-06-09 09:43:45",katie.harris,
" -Autumn Lake at Oak Manor",none,MD,"2022-08-18 08:25:38",lorrel.filliater,
" -Autumn Lake at Oceanview",none,NJ,"2022-06-09 09:44:30",katie.harris,
" -Autumn Lake at Overtlea",none,MD,"2022-06-09 09:39:43",katie.harris,"2022-06-17 08:26:15 by lorrel.filliater"
" -Autumn Lake at South Haven",disable,MD,"2022-06-09 09:39:01",katie.harris,"2023-11-30 16:26:45 by traci.varon"
" -Autumn Lake at Summit Park",none,MD,"2022-06-09 09:40:42",katie.harris,
" -Autumn Lake Healthcare at Alice Manor",none,MD,"2021-06-17 14:56:10",Mandy.Lytle,
" -Autumn Lake Healthcare at Arlington West",none,MD,"2021-06-17 14:56:19",Mandy.Lytle,
" -Autumn Lake Healthcare at Ballenger Creek",none,MD,"2021-06-17 14:56:32",Mandy.Lytle,
" -Autumn Lake Healthcare at Bradford Oaks",none,MD,"2021-06-17 14:56:46",Mandy.Lytle,
" -Autumn Lake Healthcare at Bridgepark",none,MD,"2021-06-17 14:56:59",Mandy.Lytle,
" -Autumn Lake Healthcare at Catonsville",none,MD,"2021-06-17 14:57:12",Mandy.Lytle,
" -Autumn Lake Healthcare at Cherry Lane",none,MD,"2021-06-17 14:57:23",Mandy.Lytle,
" -Autumn Lake Healthcare at Chesapeake Woods",none,MD,"2021-06-17 14:57:42",Mandy.Lytle,
" -Autumn Lake Healthcare at Glade Valley",none,MD,"2021-06-17 14:57:51",Mandy.Lytle,
" -Autumn Lake Healthcare at Homewood",none,MD,"2021-06-17 14:58:00",Mandy.Lytle,
" -Autumn Lake Healthcare at Loch Raven",none,MD,"2021-06-17 14:58:10",Mandy.Lytle,
" -Autumn Lake Healthcare at Long Green",none,MD,"2021-06-17 14:58:19",Mandy.Lytle,
" -Autumn Lake Healthcare at Oakview",none,MD,"2021-06-17 14:58:30",Mandy.Lytle,
" -Autumn Lake Healthcare at Parkville",none,MD,"2021-06-17 14:58:40",Mandy.Lytle,
" -Autumn Lake Healthcare at Perring Parkway",none,MD,"2021-06-17 14:55:32",Mandy.Lytle,
" -Autumn Lake Healthcare at Pikesville",none,MD,"2021-06-17 14:58:50",Mandy.Lytle,
" -Autumn Lake Healthcare at Riverview",none,MD,"2021-06-17 14:58:59",Mandy.Lytle,
" -Autumn Lake Healthcare at Spa Creek",none,MD,"2021-06-17 14:59:09",Mandy.Lytle,
" -Autumn Lake Healthcare at Waugh Chapel",none,MD,"2021-06-17 14:59:22",Mandy.Lytle,
" -Autumn Lake Healthcare Post Acute Care Center",none,MD,"2021-06-17 14:59:43",Mandy.Lytle,
" -Carney Point Care",none,NJ,"2022-06-09 09:44:55",katie.harris,"2024-11-07 08:40:37 by traci.varon"
" -Cumberland Manor",disable,NJ,"2022-06-09 09:45:12",katie.harris,"2022-12-20 10:20:39 by lorrel.filliater"
" -Golden",none,NJ,"2022-06-09 09:45:39",katie.harris,
" -King David Nursing and Rehabilitation Center",none,MD,"2021-06-17 15:00:20",Mandy.Lytle,"2024-11-06 16:53:17 by traci.varon"
" -Lakeland",disable,NJ,"2022-06-09 09:45:56",katie.harris,"2022-12-20 10:21:03 by lorrel.filliater"
" -Lincoln",none,NJ,"2022-06-09 09:46:09",katie.harris,"2024-11-07 08:40:17 by traci.varon"
" -Nella's",none,WV,"2022-06-09 09:47:12",katie.harris,
" -Southgate",none,NJ,"2022-06-09 09:46:23",katie.harris,"2024-11-07 08:41:44 by traci.varon"
" -Summer Hill",none,MT,"2022-06-09 09:46:45",katie.harris,"2024-11-07 08:39:56 by traci.varon"
"Autumn Leaves Nursing and Rehab",disable,TX,,,"2023-02-08 15:32:02 by Emily.Foreman"
"Ava Maria Home",none,TN,,,"2022-10-04 11:49:08 by polly.smith"
"Avante Group",none,FL,,,"2024-12-11 08:38:58 by lorrel.filliater"
"Avista Senior Living",disable,AZ,"2023-07-24 08:48:10",lorrel.filliater,"2025-09-02 08:24:29 by lorrel.filliater"
"Aviva Senior Living",none,FL,,,"2022-06-24 10:25:21 by Emily.Foreman"
"Avonna Cain",none,MS,,,"2025-07-09 08:29:58 by lorrel.filliater"
" -Azalea Gardens Nursing Center",none,MS,,,"2022-09-21 13:47:53 by polly.smith"
" -Greenbriar Nursing Center",none,MS,,,"2022-10-04 10:02:03 by polly.smith"
"Azalealand Nursing Home",none,GA,,,"2022-09-21 13:48:11 by polly.smith"
"Baptist Life Communities",none,KY,,,"2022-09-21 13:48:42 by polly.smith"
" -Baptist Village Care Center",none,KY,"2021-08-13 09:05:23",Emily.Foreman,
" -The Seasons at Alexandra",none,KY,"2021-08-13 09:06:00",Emily.Foreman,
"Bartels Lutheran Retirement Community",none,IA,,,"2022-09-21 13:49:47 by polly.smith"
"Barton Memorial Hospital",none,CA,,,"2020-04-24 12:05:45 by Mandy.Lytle"
"Bay 9 Holdings LLC dba Edgemere",none,TX,"2023-05-19 14:57:46",Emily.Foreman,"2024-12-30 09:02:07 by Emily.Foreman"
"Bay Bluffs - Emmet County Medical Facility",none,MI,,,"2022-09-21 13:50:20 by polly.smith"
"Bay County MCF",none,MI,,,"2022-09-21 13:50:43 by polly.smith"
"Bayside Village",none,MI,"2020-11-18 14:05:04",lorrel.filliater,"2023-04-13 09:25:22 by lorrel.filliater"
"Beacon Health Management",none,FL,"2025-03-12 11:11:27",lorrel.filliater,
" -Altamaha Health",none,GA,"2025-03-12 11:17:01",lorrel.filliater,
" -Bryant Health and Rehab",none,GA,"2025-03-12 11:15:35",lorrel.filliater,
" -Comfort Creek Nursing",none,GA,"2025-03-12 11:14:46",lorrel.filliater,
" -Countryside Health Care",none,GA,"2025-03-12 11:13:22",lorrel.filliater,
" -Crossview Care",none,GA,"2025-03-12 11:15:56",lorrel.filliater,
" -Folkston Park Care",none,GA,"2025-03-12 11:13:48",lorrel.filliater,
" -Hazelhurst Court Care",none,GA,"2025-03-12 11:12:17",lorrel.filliater,
" -Pleasantview Nursing Center",none,GA,"2025-03-12 11:14:23",lorrel.filliater,
" -Providence Healthcare of Thomaston",none,GA,"2025-03-12 11:12:57",lorrel.filliater,
" -River Brook Healthcare",none,GA,"2025-03-12 11:15:09",lorrel.filliater,
" -Tattnall Healthcare",none,GA,"2025-03-12 11:16:20",lorrel.filliater,
"Beacon Ridge",disable,OK,"2020-10-20 14:27:57",lorrel.filliater,"2023-10-31 15:01:42 by lorrel.filliater"
"Beaumont Farmington Continuing Care",none,MI,"2023-12-06 10:27:32",lorrel.filliater,"2024-10-01 11:04:02 by lorrel.filliater"
"Beaumont Rehab and Continuing Care",none,MI,"2023-12-06 09:12:16",lorrel.filliater,
"Beaver City Manor",none,NE,,,"2020-04-30 08:18:05 by Mandy.Lytle"
"Bedrock Healthcare, LLC",disable,NY,,,"2025-06-06 11:06:48 by lorrel.filliater"
" -Green Meadows Health Care Center",disable,KY,,,"2024-12-04 11:10:49 by lorrel.filliater"
" -Spring Meadows Health Care Center",disable,TN,,,"2024-12-04 12:28:29 by lorrel.filliater"
"Bel-Air Nursing Home",none,NH,"2025-06-20 15:57:48",Emily.Foreman,
"Bell Avenue",disable,OK,"2020-10-20 14:28:28",lorrel.filliater,"2025-06-12 09:29:47 by lorrel.filliater"
"BellaRose Nursing &amp; Rehab",none,NC,"2022-10-18 16:10:39",Emily.Foreman,
"Bellevue Health &amp; Rehabilitation",none,OK,,,"2022-09-21 13:51:52 by polly.smith"
"Bennett County Hospital and Nursing Home",disable,SD,"2022-11-01 09:20:15",katie.harris,"2023-12-14 10:18:58 by Emily.Foreman"
"Berrien Nursing Center",disable,GA,,,"2025-01-06 15:30:03 by Emily.Foreman"
"Bethany Home WI",none,WI,,,"2022-09-21 13:52:35 by polly.smith"
"Bethany Home, Inc. NE",disable,NE,,,"2022-12-15 11:28:34 by Emily.Foreman"
"Bethany of the Northwest",none,WA,"2021-01-26 13:26:27",Mandy.Lytle,
" -Bethany at Pacific",none,WA,,,"2021-01-26 13:26:54 by Mandy.Lytle"
" -Bethany at Silver Lake",none,WA,"2021-01-26 13:26:39",Mandy.Lytle,
"Bethany Retirement Living",none,ND,,,"2022-09-21 13:53:14 by polly.smith"
"Bethany St. Joseph Corporation",none,WI,"2024-06-18 09:39:57",Emily.Foreman,
" -Mavinuka Manor",none,WI,"2024-06-18 09:41:45",Emily.Foreman,
" -Norseland Nursing Home",none,WI,"2024-06-18 09:42:08",Emily.Foreman,
" -Onalaska Care Center",none,WI,"2024-06-18 09:41:03",Emily.Foreman,
" -Vernon Acres",none,WI,"2025-05-13 13:02:17",Emily.Foreman,
" -Vernon Manor",none,WI,"2025-05-13 13:02:37",Emily.Foreman,
"Bethel Lutheran Nursing and Rehabilitation Center",none,ND,,,"2022-09-21 13:53:37 by polly.smith"
"Bethel Manor",none,IN,,,"2025-06-30 10:10:45 by traci.varon"
"Bethesda Health Group",none,MO,,,"2022-09-21 13:54:31 by polly.smith"
" -Alton Memorial Rehabilitation &amp; Therapy",none,IL,,,"2021-04-05 11:39:41 by Mandy.Lytle"
" -Barnes Jewish Extended Care",none,MT,,,"2022-09-21 13:49:12 by polly.smith"
" -Charles Village Southgate",none,MO,,,"2022-09-21 14:06:25 by polly.smith"
" -Christian Extended Care",none,MT,,,"2022-09-21 14:08:09 by polly.smith"
" -Dillworth",none,MO,,,"2022-10-04 11:51:24 by polly.smith"
" -Memorial Care Center",none,IL,"2022-04-19 08:57:21",lorrel.filliater,
"Bethesda Home of Aberdeen",none,SD,,,"2022-09-21 13:54:48 by polly.smith"
"Bethesda Meadow",disable,MO,,,"2024-10-16 09:26:19 by lorrel.filliater"
"Beverly Hills",disable,MI,"2023-02-21 09:39:36",katie.harris,"2025-05-05 13:50:48 by lorrel.filliater"
"Bibb Medical Center Nursing Home",none,AL,,,"2022-09-21 13:55:39 by polly.smith"
"Bingham Memorial",none,IN,,,"2022-09-21 13:56:38 by polly.smith"
"Bishop Noa Home",none,MI,"2024-07-09 14:44:50",Emily.Foreman,
"Bloomingdale Care Operating Co LLC",disable,MI,"2023-02-21 09:38:34",katie.harris,"2024-07-17 16:06:32 by lorrel.filliater"
"Blountstown Health and Rehabilitation Center",none,FL,,,"2025-09-11 12:48:04 by traci.varon"
"Blue Palm Senior Living",none,FL,"2023-05-30 16:42:02",lorrel.filliater,
" -Blue Palm Health of Daytona",none,FL,"2023-05-31 11:26:01",lorrel.filliater,"2025-09-19 11:23:27 by traci.varon"
" -Blue Palms Health of Deland",none,FL,"2023-05-31 11:14:43",lorrel.filliater,"2025-09-19 11:29:32 by traci.varon"
"Borg Home",none,ND,"2022-11-09 14:04:05",katie.harris,
"Brandermill Woods",none,VA,,,"2020-02-20 11:49:00 by Mandy.Lytle"
"Breese Nursing Home",disable,IL,"2025-03-24 14:04:44",Emily.Foreman,"2025-11-12 13:21:55 by traci.varon"
"Brethren Retirement Community",none,OH,,,"2022-09-21 13:57:17 by polly.smith"
