"Document Last Modified","Document ID","Document Title",Categories,"File URL"
"October 29, 2020 @ 10:45 am by polly.smith",27599,"Personal Representatives - Requirements of the HIPAA Privacy Rule","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/08/Personal-Representatives.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27629,"Cyber-Awareness Topic: Insider Threats","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/08/Cybersecurity-Newsletter-Insider-threats.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27654,"The NIST Definition of Cloud Computing","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/10/NIST-Cloud-Computing.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27664,"Security Risk Analysis Tip Sheet: Protect Patient Health Information","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/10/Security-Risk-Analysis-Tip-Sheet.pdf
"October 29, 2020 @ 10:45 am by Mandy.Lytle",36368,"Blocked or Terminated Access to PHI","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/BA-Blocking-Access-to-PHI.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",36671,"Cyber-Awareness Topic: Reporting and Monitoring Cyber Threats","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/02/Feb-2017-Cyber-Awareness-Newsletter.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27561,"HIPAA Settlement Demonstrates Importance of Implementing Safeguards for ePHI","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/01/HIPAA-Settlement-USB-Data-Storage-Breach.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27563,"Enforcement Action Regarding Breach Notification; Updated Privacy Rule Guidance and FAQ","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/01/Jan-2017-HIPPA-Enforcement-Action.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27564,"NPI: What You Need to Know","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/03/NPI-What-You-Need-To-Know.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27568,"Phishing Email Disguised as Official OCR Audit Communication","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/11/Phishing-Alert.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27577,"Sharing Consumer Health Information? Look to HIPAA and the FTC Act","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/10/HIPAA-and-FTC.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27578,"Same-Sex Marriage Considerations","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/01/HIPAA-and-Marriage.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27579,"Permitted Uses and Disclosures: Exchange for Public Health Activities","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/12/HIPAA-and-Public-Health-Fact-Sheet.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27593,"Communicating With a Patient's Family, Friends, or Others Involved in the Patient's Care","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/01/Non-Relative-Loved-One-Disclosure-FAQ.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27596,"Ensuring Equal Access to All Health Services and Benefits Provided Through Electronic Means","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/01/ocr-guidance-electronic-information-technology.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27621,"Alert: HTTPS Interception Weakens TLS Security","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/03/CERT-HTTPS-Alert.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27623,"Guidance on HIPAA and Cloud Computing","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/10/Cloud-Computing-Guidance-on-HIPAA.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27624,"Cyber-Awareness Topic: Mining More than Gold","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/10/Cyber-Awareness-Mining.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27625,"Cyber-Awareness Topic: What Type of Authentication is Right for You?","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/11/Cyber-Newsletter-Authentication.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27638,"Cyber-Awareness Topic: DoS and DDoS Attacks","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2016/12/December-2016-Cyber-Awareness-Newsletter.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27647,"Cyber-Awareness Topic: Understanding the Importance of Audit Controls","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/01/January-2017-Cyber-Newsletter.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27649,"Cyber-Awareness Topic: Train Your Workforce","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/07/July-2017-Cybersecurity-Newsletter.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27650,"Cyber-Awareness Topic: File Sharing and Cloud Computing","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/07/June-2017-Cybersecurity-Newsletter.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27652,"Cyber-Awareness Topic: Cybersecurity Incidents Will Happen","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/05/May-2017-Cyber-Awareness-Newsletter.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27653,"Take Steps to Protect and Secure Information When Using a Mobile Device","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/04/Mobile-Device-Privacy-and-Security-Fact-Sheet.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27665,"Cyber-Awareness Topic: Basic Cybersecurity Tips","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/09/September-2017-Cybersecurity-Newsletter.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27667,"What is WannaCry/Wanacryptor","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/05/What-is-WannaCry-WanaCryptor.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27503,"Ransomware - How to Respond to Suspected Infection","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/07/Ransomware-How-to-Respond-to-Suspected-Infection.docx
"October 29, 2020 @ 10:45 am by Lee-Ann.Arner",27547,"Fact Sheet: About Administrative Simplification","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/05/About-Admininstrative-Simplification.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27556,"No Business Associate Agreement? $31K Mistake","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/04/Fine-for-No-BAA.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27557,"Modernized National Plan and Provider Enumeration System","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/06/HAS-SE17016-NPPES.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27559,"HIPAA Enforcement Update 2017","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/05/HIPAA-Enforcement-Update.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27560,"Overlooking Risks Lead to Breach, $400,000 Settlement","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/04/HIPAA-Settlement-Risk-Oversight.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27607,"HIPAA and Disasters: What Emergency Professionals Need to Know","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/09/TRACIE-HIPAA-Emergency-Factsheet.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27618,"Cyber-Awareness Topic: Man-in-the-Middle Attacks and ""HTTPS Inspection Products""","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/04/April-2017-Cyberawareness-Topic-MITM-Attack.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27619,"Cyber-Awareness Topic: Protecting Yourself from Potential Scammers While Being Charitable","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/09/August-2017-Cybersecurity-Newsletter.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27639,"Cyber Criminals Targeting FTP Servers to Compromise Protected Health Information","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/03/FBI-FTP-Cyber-Alert.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27644,"Cyber-Attack: A Quick Response Checklist","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/06/HS-Cyber-Attack-Checklist.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27645,"Microsoft Vulnerabilities and Hidden Cobra 101 Report","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/06/HS-Microsoft-Hidden-Cobra.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27656,"Digital Identity Guidelines","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/10/NIST-Digital-Identity-Guidelines.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27658,"Cyber-Awareness Topic: Insider Threats and Termination Procedures","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/12/November-2017-Cybersecurity-Newsletter.pdf
"October 29, 2020 @ 10:45 am by Kathy.Burrows",27661,"Cyber-Awareness Topic: Mobile Devices and Protected Health Information (PHI)","Assisted Living, Regulations, HIPAA, Security Rule, Regulatory Agencies, HIPAA, Security Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/11/October-2017-OCR-Cybersecurity-Newsletter.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27538,"Administrative Data Standards and Related Requirements","Assisted Living, Regulations, HIPAA, *Regulations, Regulatory Agencies, HIPAA, *Regulations",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/02/HIPAA-Regulations-2017.pdf
"October 29, 2020 @ 10:45 am by Lee-Ann.Arner",27550,"Administrative Simplification Enforcement and Testing Tool (ASETT) - Registrant User Manual","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/02/ASETT-Registrant-User-Manual.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27552,"Breach Portal Required Information","Assisted Living, Regulations, HIPAA, Administrative Simplification, Regulatory Agencies, HIPAA, Administrative Simplification",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/02/Breach-Portal-Questions.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27582,"Decision Tree: When Can I Obtain Treatment Information About My Loved One?","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/12/HIPAA-Decision-Tree-Families.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27584,"HIPAA Helps Mental Health Professionals to Prevent Harm","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/12/HIPAA-Helps-to-Prevent-Harm.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27585,"How HIPAA Allows Doctors to Respond to the Opioid Crisis","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/10/HIPAA-Opioid-Crisis.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27589,"Information is Powerful Medicine (HIPAA Access Right Poster)","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/05/HIPAA-Right-of-Access-Poster.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27595,"Disclosures to Family, Friends, and Others Involved in an Individual's Care and for Notification","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/10/OCR-HIPAA-Privacy-Release.pdf
"October 29, 2020 @ 10:45 am by polly.smith",27605,"HIPAA Privacy Rule and Sharing Information Related to Mental Health","Assisted Living, Regulations, HIPAA, Privacy Rule, Regulatory Agencies, HIPAA, Privacy Rule",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2017/12/Sharing-Information-Related-to-Mental-Health.pdf
